,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),whether he/she donated blood in March 2007
314,0.12162162162162163,0.0,0.0,0.07291666666666667,0.0
10,0.05405405405405406,0.4489795918367347,0.4489795918367347,0.5833333333333334,0.0
71,0.02702702702702703,0.061224489795918366,0.061224489795918366,0.14583333333333334,0.0
213,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
608,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
274,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.5833333333333334,0.0
52,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.20833333333333334,0.0
692,0.1891891891891892,0.0,0.0,0.125,0.0
473,0.1891891891891892,0.04081632653061224,0.04081632653061224,0.84375,0.0
394,0.21621621621621623,0.061224489795918366,0.061224489795918366,0.3958333333333333,0.0
233,0.13513513513513514,0.14285714285714285,0.14285714285714285,0.3854166666666667,0.0
4,0.013513513513513514,0.46938775510204084,0.46938775510204084,0.78125,0.0
511,0.02702702702702703,0.20408163265306123,0.20408163265306123,0.25,0.0
48,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.0,0.0
733,0.3108108108108108,0.0,0.0,0.21875,0.0
160,0.02702702702702703,0.0,0.0,0.0,0.0
660,0.20270270270270271,0.08163265306122448,0.08163265306122448,0.3229166666666667,0.0
746,0.527027027027027,0.0,0.0,0.3854166666666667,0.0
686,0.17567567567567569,0.12244897959183673,0.12244897959183673,0.7708333333333334,0.0
690,0.1891891891891892,0.0,0.0,0.125,0.0
359,0.28378378378378377,0.30612244897959184,0.30612244897959184,0.6458333333333334,0.0
446,0.3108108108108108,0.02040816326530612,0.02040816326530612,0.25,0.0
142,0.05405405405405406,0.04081632653061224,0.04081632653061224,0.14583333333333334,0.0
326,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.40625,0.0
24,0.12162162162162163,0.16326530612244897,0.16326530612244897,0.14583333333333334,0.0
266,0.04054054054054054,0.02040816326530612,0.02040816326530612,0.21875,0.0
483,0.3108108108108108,0.0,0.0,0.21875,0.0
682,0.14864864864864866,0.02040816326530612,0.02040816326530612,0.23958333333333334,0.0
398,0.21621621621621623,0.14285714285714285,0.14285714285714285,0.7708333333333334,0.0
595,0.04054054054054054,0.08163265306122448,0.08163265306122448,0.375,0.0
628,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.6354166666666666,0.0
167,0.02702702702702703,0.0,0.0,0.0,0.0
738,0.3108108108108108,0.0,0.0,0.21875,0.0
496,0.5135135135135135,0.0,0.0,0.375,0.0
665,0.14864864864864866,0.0,0.0,0.09375,0.0
307,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.21875,0.0
334,0.21621621621621623,0.02040816326530612,0.02040816326530612,0.14583333333333334,0.0
421,0.21621621621621623,0.02040816326530612,0.02040816326530612,0.2604166666666667,0.0
745,0.3108108108108108,0.04081632653061224,0.04081632653061224,0.625,0.0
676,0.1891891891891892,0.04081632653061224,0.04081632653061224,0.25,0.0
248,0.14864864864864866,0.02040816326530612,0.02040816326530612,0.09375,0.0
687,0.21621621621621623,0.10204081632653061,0.10204081632653061,0.5,0.0
238,0.02702702702702703,0.061224489795918366,0.061224489795918366,0.4270833333333333,0.0
492,0.3108108108108108,0.061224489795918366,0.061224489795918366,0.8854166666666666,0.0
735,0.3108108108108108,0.0,0.0,0.21875,0.0
597,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.4270833333333333,0.0
92,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.020833333333333332,0.0
378,0.1891891891891892,0.0,0.0,0.125,0.0
341,0.3108108108108108,0.7551020408163265,0.7551020408163265,1.0,0.0
407,0.21621621621621623,0.0,0.0,0.14583333333333334,0.0
406,0.21621621621621623,0.0,0.0,0.14583333333333334,0.0
443,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.7708333333333334,0.0
381,0.1891891891891892,0.0,0.0,0.125,0.0
251,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.7604166666666666,0.0
7,0.013513513513513514,0.22448979591836735,0.22448979591836735,0.34375,0.0
204,0.14864864864864866,0.16326530612244897,0.16326530612244897,0.375,0.0
254,0.16216216216216217,0.24489795918367346,0.24489795918367346,0.59375,0.0
386,0.1891891891891892,0.0,0.0,0.125,0.0
354,0.21621621621621623,0.061224489795918366,0.061224489795918366,0.2708333333333333,0.0
611,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
427,0.1891891891891892,0.08163265306122448,0.08163265306122448,0.75,0.0
344,0.14864864864864866,0.0,0.0,0.09375,0.0
704,0.21621621621621623,0.0,0.0,0.14583333333333334,0.0
477,0.3108108108108108,0.0,0.0,0.21875,0.0
671,0.21621621621621623,0.061224489795918366,0.061224489795918366,0.2708333333333333,0.0
267,0.14864864864864866,0.14285714285714285,0.14285714285714285,0.4583333333333333,0.0
467,0.28378378378378377,0.061224489795918366,0.061224489795918366,0.5208333333333334,0.0
249,0.14864864864864866,0.02040816326530612,0.02040816326530612,0.09375,0.0
546,0.0945945945945946,0.2653061224489796,0.2653061224489796,0.4791666666666667,0.0
431,0.12162162162162163,0.02040816326530612,0.02040816326530612,0.5208333333333334,0.0
68,0.05405405405405406,0.12244897959183673,0.12244897959183673,0.23958333333333334,0.0
232,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
498,0.5405405405405406,0.0,0.0,0.3958333333333333,0.0
729,0.3108108108108108,0.04081632653061224,0.04081632653061224,0.3854166666666667,0.0
464,0.28378378378378377,0.0,0.0,0.19791666666666666,0.0
216,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
155,0.02702702702702703,0.0,0.0,0.0,0.0
158,0.02702702702702703,0.0,0.0,0.0,0.0
658,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.25,0.0
371,0.1891891891891892,0.04081632653061224,0.04081632653061224,0.3020833333333333,0.0
453,0.28378378378378377,0.0,0.0,0.19791666666666666,0.0
298,0.1891891891891892,0.02040816326530612,0.02040816326530612,0.125,0.0
636,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.5833333333333334,0.0
626,0.12162162162162163,0.16326530612244897,0.16326530612244897,0.5416666666666666,0.0
146,0.08108108108108109,0.04081632653061224,0.04081632653061224,0.125,0.0
337,0.14864864864864866,0.12244897959183673,0.12244897959183673,0.6458333333333334,0.0
188,0.10810810810810811,0.2857142857142857,0.2857142857142857,0.78125,0.0
173,0.02702702702702703,0.0,0.0,0.0,0.0
46,0.02702702702702703,0.16326530612244897,0.16326530612244897,0.3541666666666667,0.0
217,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
49,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.0,0.0
459,0.28378378378378377,0.0,0.0,0.19791666666666666,0.0
433,0.1891891891891892,0.061224489795918366,0.061224489795918366,0.6458333333333334,0.0
747,0.972972972972973,0.0,0.0,0.7291666666666666,0.0
356,0.21621621621621623,0.10204081632653061,0.10204081632653061,0.3958333333333333,0.0
588,0.02702702702702703,0.0,0.0,0.0,0.0
374,0.1891891891891892,0.061224489795918366,0.061224489795918366,0.3958333333333333,0.0
681,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.4583333333333333,0.0
589,0.02702702702702703,0.0,0.0,0.0,0.0
304,0.1891891891891892,0.10204081632653061,0.10204081632653061,0.3333333333333333,0.0
616,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
662,0.21621621621621623,0.04081632653061224,0.04081632653061224,0.19791666666666666,0.0
677,0.3108108108108108,0.3673469387755102,0.3673469387755102,0.625,0.0
553,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.125,0.0
29,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.19791666666666666,0.0
136,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.3645833333333333,0.0
705,0.21621621621621623,0.0,0.0,0.14583333333333334,0.0
627,0.14864864864864866,0.02040816326530612,0.02040816326530612,0.09375,0.0
256,0.21621621621621623,0.14285714285714285,0.14285714285714285,0.2708333333333333,0.0
346,0.14864864864864866,0.0,0.0,0.09375,0.0
276,0.1891891891891892,0.24489795918367346,0.24489795918367346,0.5729166666666666,0.0
383,0.1891891891891892,0.0,0.0,0.125,0.0
730,0.28378378378378377,0.02040816326530612,0.02040816326530612,0.3229166666666667,0.0
65,0.04054054054054054,0.30612244897959184,0.30612244897959184,0.75,0.0
11,0.0,0.04081632653061224,0.04081632653061224,0.020833333333333332,0.0
638,0.14864864864864866,0.061224489795918366,0.061224489795918366,0.2604166666666667,0.0
422,0.28378378378378377,0.02040816326530612,0.02040816326530612,0.21875,0.0
744,0.28378378378378377,0.02040816326530612,0.02040816326530612,0.5208333333333334,0.0
614,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
577,0.12162162162162163,0.16326530612244897,0.16326530612244897,0.375,0.0
310,0.14864864864864866,0.08163265306122448,0.08163265306122448,0.375,0.0
223,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
442,0.14864864864864866,0.02040816326530612,0.02040816326530612,0.5208333333333334,0.0
726,0.33783783783783783,0.10204081632653061,0.10204081632653061,0.5,0.0
236,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.13541666666666666,0.0
211,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
141,0.06756756756756757,0.2653061224489796,0.2653061224489796,0.875,0.0
172,0.02702702702702703,0.0,0.0,0.0,0.0
67,0.0,0.02040816326530612,0.02040816326530612,0.020833333333333332,0.0
623,0.14864864864864866,0.10204081632653061,0.10204081632653061,0.2708333333333333,0.0
737,0.3108108108108108,0.0,0.0,0.21875,0.0
478,0.3108108108108108,0.0,0.0,0.21875,0.0
642,0.14864864864864866,0.10204081632653061,0.10204081632653061,0.40625,0.0
410,0.21621621621621623,0.0,0.0,0.14583333333333334,0.0
111,0.05405405405405406,0.16326530612244897,0.16326530612244897,0.4583333333333333,0.0
134,0.02702702702702703,0.20408163265306123,0.20408163265306123,0.8958333333333334,0.0
283,0.10810810810810811,0.02040816326530612,0.02040816326530612,0.14583333333333334,0.0
138,0.12162162162162163,0.08163265306122448,0.08163265306122448,0.17708333333333334,0.0
532,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.2708333333333333,0.0
620,0.05405405405405406,0.12244897959183673,0.12244897959183673,0.625,0.0
694,0.1891891891891892,0.0,0.0,0.125,0.0
455,0.28378378378378377,0.0,0.0,0.19791666666666666,0.0
350,0.14864864864864866,0.0,0.0,0.09375,0.0
691,0.1891891891891892,0.0,0.0,0.125,0.0
210,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
434,0.1891891891891892,0.02040816326530612,0.02040816326530612,0.34375,0.0
336,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.2708333333333333,0.0
255,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.34375,0.0
275,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.4583333333333333,0.0
83,0.02702702702702703,0.061224489795918366,0.061224489795918366,0.14583333333333334,0.0
470,0.3108108108108108,0.08163265306122448,0.08163265306122448,0.5833333333333334,0.0
226,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
401,0.3108108108108108,0.08163265306122448,0.08163265306122448,0.3229166666666667,0.0
187,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.25,0.0
372,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.5208333333333334,0.0
649,0.1891891891891892,0.14285714285714285,0.14285714285714285,0.4583333333333333,0.0
339,0.12162162162162163,0.04081632653061224,0.04081632653061224,0.3333333333333333,0.0
117,0.05405405405405406,0.20408163265306123,0.20408163265306123,0.6145833333333334,0.0
503,0.02702702702702703,0.8775510204081632,0.8775510204081632,1.0,0.0
320,0.20270270270270271,0.30612244897959184,0.30612244897959184,0.8333333333333334,0.0
325,0.1891891891891892,0.02040816326530612,0.02040816326530612,0.14583333333333334,0.0
679,0.1891891891891892,0.04081632653061224,0.04081632653061224,0.2708333333333333,0.0
13,0.013513513513513514,0.24489795918367346,0.24489795918367346,0.46875,0.0
220,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
448,0.3108108108108108,0.14285714285714285,0.14285714285714285,0.6458333333333334,0.0
355,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.40625,0.0
641,0.0945945945945946,0.08163265306122448,0.08163265306122448,0.5208333333333334,0.0
96,0.04054054054054054,0.32653061224489793,0.32653061224489793,0.875,0.0
715,0.21621621621621623,0.08163265306122448,0.08163265306122448,0.71875,0.0
214,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
714,0.21621621621621623,0.061224489795918366,0.061224489795918366,0.5833333333333334,0.0
673,0.21621621621621623,0.2653061224489796,0.2653061224489796,0.84375,0.0
489,0.28378378378378377,0.04081632653061224,0.04081632653061224,0.6458333333333334,0.0
423,0.28378378378378377,0.02040816326530612,0.02040816326530612,0.21875,0.0
458,0.28378378378378377,0.0,0.0,0.19791666666666666,0.0
670,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.78125,0.0
700,0.21621621621621623,0.04081632653061224,0.04081632653061224,0.34375,0.0
229,0.05405405405405406,0.0,0.0,0.020833333333333332,0.0
0,0.02702702702702703,1.0,1.0,1.0,1.0
1,0.0,0.24489795918367346,0.24489795918367346,0.2708333333333333,1.0
2,0.013513513513513514,0.30612244897959184,0.30612244897959184,0.34375,1.0
3,0.02702702702702703,0.3877551020408163,0.3877551020408163,0.4479166666666667,1.0
6,0.02702702702702703,0.12244897959183673,0.12244897959183673,0.125,1.0
8,0.02702702702702703,0.16326530612244897,0.16326530612244897,0.20833333333333334,1.0
9,0.06756756756756757,0.9183673469387755,0.9183673469387755,1.0,1.0
12,0.02702702702702703,0.1836734693877551,0.1836734693877551,0.2708333333333333,1.0
14,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.13541666666666666,1.0
15,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.09375,1.0
16,0.02702702702702703,0.2653061224489796,0.2653061224489796,0.4791666666666667,1.0
17,0.02702702702702703,0.2857142857142857,0.2857142857142857,0.4895833333333333,1.0
18,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.13541666666666666,1.0
19,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.020833333333333332,1.0
20,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.020833333333333332,1.0
22,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.14583333333333334,1.0
23,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.14583333333333334,1.0
27,0.05405405405405406,0.22448979591836735,0.22448979591836735,0.3333333333333333,1.0
28,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.09375,1.0
31,0.05405405405405406,0.1836734693877551,0.1836734693877551,0.2708333333333333,1.0
32,0.05405405405405406,0.1836734693877551,0.1836734693877551,0.2708333333333333,1.0
33,0.05405405405405406,0.16326530612244897,0.16326530612244897,0.25,1.0
35,0.02702702702702703,0.14285714285714285,0.14285714285714285,0.2708333333333333,1.0
36,0.02702702702702703,0.22448979591836735,0.22448979591836735,0.46875,1.0
37,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.14583333333333334,1.0
38,0.02702702702702703,0.2653061224489796,0.2653061224489796,0.5729166666666666,1.0
39,0.05405405405405406,0.12244897959183673,0.12244897959183673,0.20833333333333334,1.0
40,0.02702702702702703,0.24489795918367346,0.24489795918367346,0.53125,1.0
42,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.14583333333333334,1.0
44,0.05405405405405406,0.3877551020408163,0.3877551020408163,0.6979166666666666,1.0
45,0.05405405405405406,0.16326530612244897,0.16326530612244897,0.2708333333333333,1.0
51,0.02702702702702703,0.20408163265306123,0.20408163265306123,0.4583333333333333,1.0
54,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.125,1.0
55,0.05405405405405406,0.3673469387755102,0.3673469387755102,0.6979166666666666,1.0
56,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.25,1.0
57,0.02702702702702703,0.12244897959183673,0.12244897959183673,0.2708333333333333,1.0
61,0.02702702702702703,0.14285714285714285,0.14285714285714285,0.34375,1.0
63,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.14583333333333334,1.0
64,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.07291666666666667,1.0
66,0.02702702702702703,0.061224489795918366,0.061224489795918366,0.125,1.0
72,0.05405405405405406,0.32653061224489793,0.32653061224489793,0.71875,1.0
74,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.020833333333333332,1.0
75,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.020833333333333332,1.0
76,0.02702702702702703,0.061224489795918366,0.061224489795918366,0.14583333333333334,1.0
80,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.21875,1.0
84,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.2708333333333333,1.0
89,0.02702702702702703,0.12244897959183673,0.12244897959183673,0.34375,1.0
90,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.020833333333333332,1.0
97,0.05405405405405406,0.16326530612244897,0.16326530612244897,0.375,1.0
98,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.125,1.0
99,0.06756756756756757,0.12244897959183673,0.12244897959183673,0.25,1.0
100,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.3333333333333333,1.0
101,0.02702702702702703,0.24489795918367346,0.24489795918367346,0.7708333333333334,1.0
110,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.21875,1.0
113,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.3958333333333333,1.0
116,0.02702702702702703,0.12244897959183673,0.12244897959183673,0.4583333333333333,1.0
119,0.02702702702702703,0.20408163265306123,0.20408163265306123,0.8020833333333334,1.0
120,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.14583333333333334,1.0
121,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.25,1.0
122,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.40625,1.0
123,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.3229166666666667,1.0
126,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.4583333333333333,1.0
128,0.05405405405405406,0.14285714285714285,0.14285714285714285,0.4791666666666667,1.0
129,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.08333333333333333,1.0
144,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.07291666666666667,1.0
145,0.05405405405405406,0.04081632653061224,0.04081632653061224,0.14583333333333334,1.0
148,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.09375,1.0
150,0.02702702702702703,0.12244897959183673,0.12244897959183673,0.5833333333333334,1.0
153,0.02702702702702703,0.0,0.0,0.0,1.0
163,0.02702702702702703,0.0,0.0,0.0,1.0
164,0.02702702702702703,0.0,0.0,0.0,1.0
165,0.02702702702702703,0.0,0.0,0.0,1.0
176,0.14864864864864866,0.061224489795918366,0.061224489795918366,0.14583333333333334,1.0
177,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.3229166666666667,1.0
178,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.40625,1.0
180,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.25,1.0
189,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.34375,1.0
195,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.46875,1.0
196,0.12162162162162163,0.14285714285714285,0.14285714285714285,0.375,1.0
202,0.08108108108108109,0.02040816326530612,0.02040816326530612,0.09375,1.0
215,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
221,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
222,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
224,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
225,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
231,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
240,0.10810810810810811,0.14285714285714285,0.14285714285714285,0.5208333333333334,1.0
242,0.05405405405405406,0.04081632653061224,0.04081632653061224,0.23958333333333334,1.0
243,0.14864864864864866,0.32653061224489793,0.32653061224489793,0.8020833333333334,1.0
252,0.14864864864864866,0.14285714285714285,0.14285714285714285,0.40625,1.0
253,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.14583333333333334,1.0
261,0.14864864864864866,0.2653061224489796,0.2653061224489796,0.7395833333333334,1.0
263,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.375,1.0
265,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.4270833333333333,1.0
281,0.1891891891891892,0.061224489795918366,0.061224489795918366,0.20833333333333334,1.0
287,0.12162162162162163,0.02040816326530612,0.02040816326530612,0.14583333333333334,1.0
288,0.1891891891891892,0.08163265306122448,0.08163265306122448,0.2708333333333333,1.0
289,0.1891891891891892,0.04081632653061224,0.04081632653061224,0.17708333333333334,1.0
290,0.1891891891891892,0.061224489795918366,0.061224489795918366,0.21875,1.0
305,0.14864864864864866,0.08163265306122448,0.08163265306122448,0.3645833333333333,1.0
318,0.14864864864864866,0.16326530612244897,0.16326530612244897,0.7291666666666666,1.0
321,0.12162162162162163,0.08163265306122448,0.08163265306122448,0.5104166666666666,1.0
323,0.1891891891891892,0.14285714285714285,0.14285714285714285,0.5,1.0
328,0.1891891891891892,0.061224489795918366,0.061224489795918366,0.2708333333333333,1.0
332,0.21621621621621623,0.10204081632653061,0.10204081632653061,0.34375,1.0
333,0.14864864864864866,0.12244897959183673,0.12244897959183673,0.625,1.0
335,0.21621621621621623,0.04081632653061224,0.04081632653061224,0.19791666666666666,1.0
338,0.14864864864864866,0.0,0.0,0.09375,1.0
365,0.1891891891891892,0.02040816326530612,0.02040816326530612,0.19791666666666666,1.0
369,0.21621621621621623,0.08163265306122448,0.08163265306122448,0.3958333333333333,1.0
370,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.5104166666666666,1.0
375,0.14864864864864866,0.04081632653061224,0.04081632653061224,0.3958333333333333,1.0
396,0.28378378378378377,0.02040816326530612,0.02040816326530612,0.19791666666666666,1.0
399,0.28378378378378377,0.04081632653061224,0.04081632653061224,0.25,1.0
432,0.21621621621621623,0.12244897959183673,0.12244897959183673,0.8854166666666666,1.0
462,0.28378378378378377,0.0,0.0,0.19791666666666666,1.0
468,0.2972972972972973,0.0,0.0,0.20833333333333334,1.0
475,0.35135135135135137,0.08163265306122448,0.08163265306122448,0.4895833333333333,1.0
500,0.02702702702702703,0.8571428571428571,0.8571428571428571,0.875,1.0
501,0.08108108108108109,0.42857142857142855,0.42857142857142855,0.2708333333333333,1.0
502,0.02702702702702703,0.673469387755102,0.673469387755102,0.78125,1.0
504,0.0,0.5102040816326531,0.5102040816326531,0.7708333333333334,1.0
505,0.02702702702702703,0.8163265306122449,0.8163265306122449,1.0,1.0
506,0.04054054054054054,0.40816326530612246,0.40816326530612246,0.4166666666666667,1.0
508,0.02702702702702703,0.40816326530612246,0.40816326530612246,0.5208333333333334,1.0
509,0.02702702702702703,0.24489795918367346,0.24489795918367346,0.3125,1.0
510,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.020833333333333332,1.0
514,0.05405405405405406,0.30612244897959184,0.30612244897959184,0.375,1.0
516,0.04054054054054054,0.08163265306122448,0.08163265306122448,0.10416666666666667,1.0
517,0.05405405405405406,0.6530612244897959,0.6530612244897959,1.0,1.0
518,0.04054054054054054,0.1836734693877551,0.1836734693877551,0.3229166666666667,1.0
519,0.05405405405405406,0.1836734693877551,0.1836734693877551,0.2708333333333333,1.0
520,0.02702702702702703,0.20408163265306123,0.20408163265306123,0.3958333333333333,1.0
521,0.02702702702702703,0.20408163265306123,0.20408163265306123,0.40625,1.0
522,0.05405405405405406,0.24489795918367346,0.24489795918367346,0.3854166666666667,1.0
523,0.013513513513513514,0.1836734693877551,0.1836734693877551,0.4270833333333333,1.0
526,0.02702702702702703,0.08163265306122448,0.08163265306122448,0.14583333333333334,1.0
529,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.20833333333333334,1.0
530,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.14583333333333334,1.0
531,0.02702702702702703,0.061224489795918366,0.061224489795918366,0.125,1.0
535,0.05405405405405406,0.08163265306122448,0.08163265306122448,0.14583333333333334,1.0
536,0.02702702702702703,0.12244897959183673,0.12244897959183673,0.3125,1.0
537,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.25,1.0
538,0.02702702702702703,0.14285714285714285,0.14285714285714285,0.375,1.0
539,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.020833333333333332,1.0
540,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.2708333333333333,1.0
542,0.05405405405405406,0.30612244897959184,0.30612244897959184,0.7083333333333334,1.0
543,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.020833333333333332,1.0
545,0.05405405405405406,0.02040816326530612,0.02040816326530612,0.020833333333333332,1.0
548,0.02702702702702703,0.22448979591836735,0.22448979591836735,0.7083333333333334,1.0
549,0.05405405405405406,0.12244897959183673,0.12244897959183673,0.3125,1.0
551,0.02702702702702703,0.10204081632653061,0.10204081632653061,0.34375,1.0
552,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.2708333333333333,1.0
560,0.05405405405405406,0.20408163265306123,0.20408163265306123,0.6458333333333334,1.0
562,0.05405405405405406,0.30612244897959184,0.30612244897959184,1.0,1.0
568,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.34375,1.0
572,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.09375,1.0
574,0.02702702702702703,0.02040816326530612,0.02040816326530612,0.09375,1.0
575,0.05405405405405406,0.10204081632653061,0.10204081632653061,0.375,1.0
576,0.04054054054054054,0.061224489795918366,0.061224489795918366,0.28125,1.0
581,0.02702702702702703,0.0,0.0,0.0,1.0
586,0.02702702702702703,0.0,0.0,0.0,1.0
593,0.12162162162162163,0.20408163265306123,0.20408163265306123,0.4895833333333333,1.0
596,0.04054054054054054,0.0,0.0,0.010416666666666666,1.0
612,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
618,0.05405405405405406,0.0,0.0,0.020833333333333332,1.0
622,0.05405405405405406,0.061224489795918366,0.061224489795918366,0.3333333333333333,1.0
624,0.17567567567567569,0.04081632653061224,0.04081632653061224,0.125,1.0
639,0.0945945945945946,0.16326530612244897,0.16326530612244897,0.90625,1.0
640,0.14864864864864866,0.14285714285714285,0.14285714285714285,0.5208333333333334,1.0
644,0.1891891891891892,0.02040816326530612,0.02040816326530612,0.125,1.0
667,0.14864864864864866,0.0,0.0,0.09375,1.0
669,0.02702702702702703,0.04081632653061224,0.04081632653061224,0.7604166666666666,1.0
680,0.2702702702702703,0.2653061224489796,0.2653061224489796,0.6979166666666666,1.0
695,0.22972972972972974,0.12244897959183673,0.12244897959183673,0.5833333333333334,1.0
708,0.14864864864864866,0.02040816326530612,0.02040816326530612,0.375,1.0
712,0.1891891891891892,0.02040816326530612,0.02040816326530612,0.34375,1.0
732,0.3108108108108108,0.0,0.0,0.21875,1.0
